AC_NO,AC_TYPE,NR_REQUEST_DATE,CLOSE_DATE,MALFUNCTION,CORRECTIVE_ACTION
HL8025,330,2023-05-02 0:00:00,2023-05-12 12:00:00,APU OIL TEMPERATURE TOO HIGH (SPM ALERT),"1. Oil level in the APU oil reservoir is sufficient. 2. Visual INSP is NML, but foreign substances flowing evidence into oil cooler outlet area at APU DOOR (315AL) 3. So, replaced COOLER-OIL (5100KT8) per AMM task 49-91-44-000-400-801."
HL8027,330,2023-04-28 0:00:00,2023-04-28 10:16:17,APU FAULT AUTO SHUT DOWN DURING APU STARTING,"MAINT MSG NO 494251(STARTER MOTOR 8KA), ACCORDING TO TSM 49-62-00-810-804-A, REPLACED STARTER MOTOR ASSY AND THEN APU START &amp; OP' TEST NML PER AMM TASK 49-42-51-400-801-A"
HL8212,330,2023-04-24 0:00:00,2023-04-24 5:49:37,WIRING CHK DUE CONCERNING APU BLEED FAULT,"MAINT MSG:495116 ,IAW TSM 49-00-00-810-807-A FROM APU&nbsp;ECB(59KD) TO BLEED FLOW SNSR ASSY(59KH23) WIRING VISUAL INSPECTION &amp; RESISTANCE CHK'D NML NORMAL(RESISTANCE: A2,A3-359 Ohm &amp; B2,B3-355 Ohm &amp;&nbsp;ECB&nbsp;BITE TEST, SYS OP' CHK'D NORMAL PER AMM TASK 49-61-34-400-801(RESISTANCE NML RANGE: 342~362 OHM)"
HL8212,330,2023-04-22 0:00:00,2023-04-24 6:22:24,JUST BEFORE ENG SHUT DOWN APU BLEED FAULT MESSAGE ON,"MAINT MSG NO 495116,ACCORDING TO TSM TASK 49-00-00-810-807-A.REPLACED BLEED FLOW SENSOR AND THEN OPERATION CHK'D NML PER AMM TASK 49-51-16-400-801-A.(PREVENT MAINT BY MOT REQUEST)(PME:MI00016533)"
HL8001,330,2023-04-19 0:00:00,2023-04-19 18:53:13,AIR APU BLEED FAULT MSG DISPLAYED.,"MSG NO.495116,ACCORDING TO TSM TASK 49-62-00-810-845-A,APU MASTER SW RESET THEN APU OP' TEST NORMAL PER AMM TASK 49-00-00-710-801-A"
HL7585,330,2023-04-18 0:00:00,2023-04-18 7:48:03,APU BLEED FAULT ON ECAM WARNING,MAINT MSG 495151. ACCORDING TO TSM TASK 49-62-00-810-841-A.REAPLACED APU BLEED VLV AND OP TEST NML PER AMM TASK 49-51-51-400-801-A
HL7585,330,2023-04-18 0:00:00,2023-04-18 6:03:05,&quot;APU BLEED VALVE (59KH7) MSG ON APU GROUND REPORT&quot; CONCERNING WIRING CHK DUE,"MAINT MSG : 495151, CONFIRMED MSG. IAW TSM 49-62-00-810-841-A, WIRING CHK NML FROM ECB TO APU BLD V/V PER AWM 49-61-03, 49-15-01 (MI00018197)"
HL8002,330,2023-04-18 0:00:00,2023-04-18 13:08:08,APU SURGE VALVE SLEEVE TORN,REPLACED DUCT SLEEVE AND AIR LEAK CHECK NML PER AMM TASK 49-51-52-400-801-A.
HL8227,330,2023-04-14 0:00:00,2023-04-14 5:22:16,APU GENERATOR SCAVENGE OIL FILTER HOUSING DAMAGE.,REPLACE NEW APU GENERATOR SCAVENGE OIL FILTER HOUSING AND LEAK CHECK NORMAL PER AMM TASK 49-91-41-400-802-A
HL7586,330,2023-04-12 0:00:00,2023-04-13 5:57:01,APU SURGE DUCT RUBBER SLEEVE PUNCTURE,REPLCED APU SCV AIR DUCT SLEEVE AND THEN LEAK CHECKED NORAML PER AMM TASK 49-51-52-400-801-A
HL7524,330,2023-04-05 0:00:00,2023-04-05 7:52:28,APU SURGE CONT V/V AIR DUCT BLANKET DAMAGED,REPLACED NEW AIR DUCT BLANKET  AND APU OP' THEN LEAK CHK NML PER AMM 49-51-52-010-051-A
HL8003,330,2023-04-04 0:00:00,2023-04-04 19:13:52,AFT ENG SHUTDOWN AIR APU BLEED FAULT APPEAR,APU BLEED SWITCH &amp; BMC 1 RESET. APU BLEED AVAIL.(AMM 49-51-52-400-801-A)
HL7524,330,2023-04-03 0:00:00,2023-04-03 5:50:58,APU BLEED SURGE CONTROL V/V DUCT SLEEVE TORN,REPLACED DUCT SLEEVE AND AIR LEAK CHECK NML PER AMM TASK 49-51-52-400-801-A.
HL8228,330,2023-03-30 0:00:00,2023-04-04 18:00:00,"[&#50696;&#48169;&#51221;&#48708;] Oil Filter Clogged, Ignition Unit &amp; Igniter Plug Failure Suspect","MAINT MSG:494138, IAW TSM 49-62-00-810-916-A, 49-41-00-810-812-A. PERFORMED MAINT ACTION BELOW , INSP OIL FILTERS, DPIS, IGNITER PLUGS. NO FOUND ANY DEFECTS. SO REPLACED BOTH FILTERS THEN CONFIRMED DPIS ARE NOT EXTENDED AFTER APU OP' FOR 15 MIN PER AMM TASK 49-91-41-400-802-A, 49-41-41-400-801-A ( PME CTL: MI00018809, MI00005769"
HL7554,330,2023-03-27 0:00:00,2023-03-28 5:22:25,APU BLEED VALVE (59KH7) MEMORIZED ON PFR &#44288;&#47144; WIRING CHECK DUE,"MAINT MSG:49-51-51, ACCORDING TO TSM 49-62-00-810-841-A FROM APU ECB (59KD) TO BLEED V/V (59KH7) WIRING VISUAL INSPECTION &amp; RESISTANCE CHK'D NML PER AWM 49-15-01"
HL7554,330,2023-03-27 0:00:00,2023-03-28 4:53:09,APU BLEED VALVE (59KH7) MSG ON ACARS MSG,"MAINT MSG NO 495151. ACCORDING TO TSM TASK 49-62-00-810-841-A, REPLACED APU BLEED V/V &amp; FILTER ELEMENT AND THEN APU OPERATION &amp; APU BLEED AIR SUPPLY TEST NORMAL PER AMM TASK 49-51-51-400-801-A"
HL7584,330,2023-03-27 0:00:00,2023-04-10 13:25:31,APU SURGE CONT' VALVE UPPER SUPPORT STRUT BROKEN.,1.REPLACED APU BLEED AIR TEE DUCT UPR SUPPORT STRUT PER AMM TASK 49-51-42-400-801-A
HL7584,330,2023-03-27 0:00:00,2023-06-02 0:59:48,APU IGV ACT' ELECTRIC CONNECTOR BACKSHELL BROKEN.,"NO MAINT MSG. REPLACED APU IGV ACTUATOR PLUG AND BACKSHELL THEN SYSTEM CHECKED NORMAL PER ESPM 20-44-15, AMM 49-23-51-400-801-A."
HL7554,330,2023-03-26 0:00:00,2023-03-27 9:12:34,[AIR]APU BLEED FAULT &quot;ECAM MSG DISPLAYED AFT ENG SHUTDOWN,"MAINT MSG 495151,ACCORDING TO TSM 49-62-00-810-841-A APU OPERATION TEST NORMAL PER AMM TASK  49-00-00-710-801"
HL8211,330,2023-03-25 0:00:00,2023-03-26 1:00:12,APU SURGE CTL VALVE (59KH18) MSG ON PFR,"MAINT MSG NO 495152, ACCORDING TO TSM 49-62-00-810-843-A, MOT REQUEST REPLACED SURGE CTL V/V AND THEN APU OP' TEST &amp; LEAK CHK NML PER AMM TASK 49-51-52-400-801-A"
HL7540,330,2023-03-24 0:00:00,2023-03-24 5:02:48,APU SCV AIR DUCT SLEEVE PUNCTURE,REPLCED APU SCV AIR DUCT SLEEVE AND THEN LEAK CHECKED NORAML PER AMM TASK 49-51-52-400-801-A
HL7540,330,2023-03-24 0:00:00,2023-03-24 5:25:18,APU IGV FUEL DRAIN LINE HOSE DAMAGED,REPLACED DRAIN HOSE AND LEAK CHECKED NORMAL PER AMM TASK 49-23-51-400-801-A
HL7553,330,2023-03-22 0:00:00,2023-03-22 18:48:26,APU BLEED VALVE SYSTEM WIRING CHECK DUE FOR 'AIR APU BLEED FAULT' ECAM MSG,"MAINT MSG: 495151. ACCORDING TO TSM TASK 49-62-00-810-841-A, APU BLEED VALVE SYSTEM WIRING CHECKED NORMAL BETWEEN APU ECB(59KD) AND APU BLEED VALVE(59KH7) PER AWM 49-61-03, 49-15-01"
HL7554,330,2023-03-20 0:00:00,2023-03-20 5:44:21,&quot;APU FAULT ON EWD DURING AFTER STARTING&quot; CONCERN WRG CHK DUE,"MAINT MSG 494138. IAW TSM TASK 49-41-00-810-812-A, WRG CHK'D NML BETWEEN ECB(59KD) AND APU EXCITER PLUG P10 PER AWM 49-15-01(PME:MG00020366)"
HL8003,330,2023-03-20 0:00:00,2023-03-20 12:03:13,AIR APU BLEED FAULT. AFTER RAMP-IN,"MAINT MSG 495116. ACCORDING TO TSM TASK 49-62-00-810-845-A, APU OPERATION TEST AND BLEED VALVE OPERATIONAL TEST NORMAL PER AMM TASK 4900-00-710-801."
HL7554,330,2023-03-19 0:00:00,2023-03-20 2:26:38,APU FAULT ON EWD DURING AFTER STARTING,"ON MCDU GRD MSG NO 494138 (IGNITION PLUG / 59KA31) SO REPLACED IGN' PLUG &amp; THEN APU OPER' CH'K NML PER AMM TASK 49-41-41-400-801-A, TSM TASK 49-41-00-810-814-A."
HL8211,330,2023-03-15 0:00:00,2023-03-15 13:46:02,&quot;SURGE CTL VALVE (59KH18)&quot; MSG MEMORIZED ON PFR (-1 LEG),MAINT MSG NO:495152 ACCORDING TO  TSM 49-62-00-810-843-A   APU OPERATIONAL TEST NML &amp; APU BITE TEST OK PER AMM 49-00-00-710-801
HL8212,330,2023-03-10 0:00:00,2023-03-10 13:51:16,AIR APU BLEED FAULT MSG DISPLAYED AFTER ENG SHUTDOWN,"MAINT MSG:495116, ACCORDING TO TSM 49-62-00-810-845-A, REPLACED APU ECB AND THEN SYS OP' CHK'D NORMAL PER AMM TASK 49-61-34-400-801-A (CANNI FROM HL7552)"
HL8227,330,2023-03-06 0:00:00,2023-03-07 1:53:09,APU SCV AIR DUCT SLEEVE PUNCTURE,REPLCED APU SCV AIR DUCT SLEEVE AND THEN CHK NML PER AMM TASK 49-51-52-400-801-A
HL8212,330,2023-03-03 0:00:00,2023-03-03 17:18:19,APU ECB INTERCHG DUE FOR T/S HL8003 APU BLEED FAULT,INTERCHANGED APU ECB AND THEN SYS OP' CHK'D NORMAL PER AMM TASK 49-61-34-400-801
HL8003,330,2023-03-03 0:00:00,2023-03-03 16:36:38,AIR APU BLEED FAULT TRIGGERED AFTER ENGINE SHUTDOWN,"MAINT MSG:495116 ACCORDING TO TSM 49-62-00-810-845-A FROM APU ECB(59KD) TO BLEED FLOW SNSR ASSY(59KH23) WIRING CHK'D NORMAL(RESISTANCE: A2,A3-347 Ohm &amp; B2,B3-354 Ohm &amp; ECB BITE TEST NORMAL BUT INTERCHANGED APU ECB(FROM HL8212) AND THEN SYS OP' CHK'D NORMAL PER AMM TASK 49-61-34-400-801(RESISTANCE NML RANGE: 342~362 OHM)"
HL7701,330,2023-03-01 0:00:00,2023-03-01 7:40:12,APU BLEED PRESSURE ABNOMAL (BLEED PRESSURE INDICATED 24PSI WHEN BLEED SWITCH OFF),"NO MAINT MSG. REPLACED APU SURGE CONTROL VLV AND OPER &amp; LEAK TEST NML PER AMM 49-51-52-400-801-A &lt;CANNI FORM HL7551&gt; MI00016533,MI00016536"
HL7701,330,2023-02-28 0:00:00,2023-03-01 1:00:00,WIRING CHECK DUE CONCERNING OF APU BLEED PRESS INDICATED 24 PSI ON SD APU PG WHEN APU BLEED SWITCH OFF,"NO MAINT MSG MEMORIZED. FOUND DURING APU BLEED SWITCH OFF ALPHA CALL-UP SHOWS P2A: 14 PSI, PT: 38 PSI ,TSM 49-62-00-810-845-A, ASM 49-15-01, RESISTANCE CHECK  OF BLEED FLOW SNSR ASSY(59KH23) FROM ECB(59KD - AB) MEASURED VALUE  PIN 2A &amp; 3A:374 Ohms(FOR PT XDCR) , PIN 2B &amp; 3B:355 Ohms(FOR DELTA-P XDCR) (NML : 342~362 Ohms) AND ELEC WIRING CONTINUITY &amp; INSULATION CHKED NML FROM ECB(59KD) TO FLOW SNSR ASSY(59KH23)"
HL7701,330,2023-02-27 0:00:00,2023-02-28 0:57:32,APU BLEED VALVE (59KH7) MSG ON ACARS SYSTEM WIRING CHECK DUE,"MAINT MSG:495151, ACCORDING TO TSM 49-62-00-810-841-A FROM APU ECB (59KD) TO BLEED V/V (59KH7) WIRING VISUAL INSPECTION &amp; RESISTANCE CHK'D NML PER AWM 49-15-01"
HL8211,330,2023-02-26 0:00:00,2023-02-27 0:00:00,APU BLEED FAULT DISPLAYED ON EWD,"MAINT MSG 495151. IAW TSM 49-62-00-810-841-A,AWM 49-15-01. FOUND APU BLEED VALVE PLUG(P12) AREA WIRE(PIN &quot;A&quot;) CHAFFING, SO REPAIRED WIRE AND APU BLEED VALVE TEST NML PER AMM 49-51-51-710-803-A (PME NO: MI00010667,MI00000580)"
HL7554,330,2023-02-24 0:00:00,2023-02-24 23:54:48,SOMETIMES APU NOT STARTING WITH BATTERY PWR ONLY,"NO MAINT MSG.CHECKED WIRING CONTINUITY &amp; INSULATION NML BETWEEN ECB(59KD) AND APU BCL(1PB3),APU BAT P/B(7PB3) AND APU BCL RELAY(15PB),BUT,APU TR CONTACTOR(7PU) AUX CONTACT(14-16) RESISTANCE ABNML.SO,REPLACED APU TR CNTOR(7PU) AND THEN APU O'P(WITH BATT) TEST NML PER AMM 24-32-55-400-803-A,49-00-00-710-801-A&lt;PME : MI00011105,MI00016620&gt;"
HL8211,330,2023-02-24 0:00:00,2023-02-26 22:00:00,APU BLEED VALVE P12 PLUG BACKSHELL LOOSE,NO MAINT MSG. REPLACED APU BLEED VALVE P12 PLUG &amp; BACKSHELL AND APU BLEED VALVE TEST NML PER AMM  49-51-51-710-803-A
HL7720,330,2023-02-22 0:00:00,2023-02-22 12:00:00,APU SURGE VV DOWN STREAM SLEEVE PUNCTURE,REPLACED SLEEVE PER AMM TASK 49-51-52-400-801-A
HL7710,330,2023-02-21 0:00:00,2023-02-21 6:34:12,APU AUTO SHUT DOWN AFTER APU START FEW MINUTE,"MAINT MSG NO : 494138 (CLASS1 MSG MEMORIZED). ACCORDING TO TSM TASK 49-41-00-810-812-A, REPLACED IGNITION EXCITER AND APU BITE TESTED &amp; OPERATION CHECKED NORMAL PER AMM TASK 49-41-38-400-801-A (PME CONTROL NO : MI00015545, MI00019115)"
HL7586,330,2023-02-21 0:00:00,2023-02-21 18:42:17,APU FAULT DISPLAYED AFTER LANDING,"NO MAINT MSG, APU STARTED NORMAL IAW AMM 49-00-00710-801-A"
HL8001,330,2023-02-20 0:00:00,2023-02-21 18:07:34,AFTER LD ECAM APU FAULT TRY TO RESTART 3 TIMES BUT NOT WORK .(LAST TRY 1255Z),"MAINT MSG:494138,  ACCORDING TO TSM TASK 49-00-00-810-881-A , REPLACED EXCITER &amp; IGNITION PLUGS AND OPERATION TESTED NML PER AMM TAK 49-41-38-400-801"
HL8003,330,2023-02-17 0:00:00,2023-02-17 4:00:00,APU BLEED FLOW SNSR ASSY WIRING CHECK DUE TO [SER] APU BLEED FAULT,"MAINT' MSG: 495116. ACCORDING TO TSM TASK49-00-00-810-807-A, SYSTEM WIRING CONTINUITY &amp; INSULATION CHECKED(WITH WIRE HANESS SHAKING) NORMAL(TOTAL PRESSUER XDCR P23 CONNECTOR &amp; 5129VC &amp; FROM APU ECB TO APU INLET PRESSURE XDCR/TOTAL PRESS XDCR/DELTA PRESS XDCR) PER AWM49-15-01 &amp; 49-61-03&lt;PME CONT' No.: MI00020607&gt;"
HL8003,330,2023-02-16 0:00:00,2023-02-15 22:59:48,WIRING CHECK DUE FOR APU BLEED FAULT,"MAINT MSG:495116.ACCORDING TO TSM 49-62-00-810-845-A,APU O'P TEST NML(BLEED IND NML) &amp; FOUND F/C:066(TOTAL PRESSURE SENSOR SHOWS OUT OF RANGE).SO,BLEED FLOW SNSR(59KH23) &amp; DELTA PRESSURE SNSR RESISTANCE CHKED NML( Pt: 359,DP:354.NML:342 - 362ohm).RELATED WIRING VISUAL INSP,CONTINUITY &amp; INSULATION CHECKED NML PER AWM 49-15-01,AMM 49-00-00-710-801-A&lt;PME:MI00018198&gt;"
HL7554,330,2023-02-15 0:00:00,2023-02-15 7:18:27,APU SOMETIMES NOT STARTING WITH BATTERY POWER,"NO MAINT&rsquo; MSG. ACCORDING TO TSM TASK24-30-00-810-838-A, SYSTEM WIRING CHECKED NORMAL FROM APU BAT  LINE CONTACTOR(5PB) TO APU BAT CNTR C/B(12PB3)/APU BCL/BOTH SDAC, FROM APU BCL RLY(15PB) TO APU BCL 309PP REF C/B(14PB3)/APU BCL BAT  REF C/B(13PB3)/APU BAT SW(7PB3)/APU BCL PER AWM24-38-03/31-54-31. REPLACED 6500VT1/6500VT3 TERMINAL BLOCKS FOR PREVENTIVE MAINT&rsquo; &amp; INTERCHANGED WITH HL7720 APU BAT LINE CNTOR(5PB) AND THEN APU BCL BITE TEST &amp; APU STARTING(WITH APU BATT&rsquo;) CHECKED NORMAL PER ESPM20-44-51, AMM TASK24-38-56-400-801-A, 24-38-00-740-801-A &amp; 49-00-00-860-801-A&lt;PME CONT&rsquo; No.: MI00015277, MI00015543&gt;"
HL7720,330,2023-02-15 0:00:00,2023-02-15 5:40:08,APU BATT LINE CONTACTOR INTERCHANGE DUE FOR 'APU SOMETIMES NOT STARTING WITH BATTERY POWER',"NO MAINT MSG, APU BCL TEST, ELEC DC PAGE CHECK NML THEN INTERCHANGED APU BATT LINE CONTACTOR(5PB) WITH HL7554 AND OP TEST NML PER AMM 24-38-56-400-801-A/ 49-00-00-860-801-A"
HL7586,330,2023-02-12 0:00:00,2023-02-13 1:39:54,APU FAULT DISPLAYED AFT L/D ECAM ACTION THEN RESTART NORMAL,"MAINT MSG NO 282000. ACCORDING TO TSM TASK 49-62-00-810-836-A. PERFORMED BLEEDING OF THE APU FUEL LINE AND THEN APU OP TEST NML PER AMM TASK 28-22-00-870-801-A, 49-00-00-710-801-A"
HL7720,330,2023-02-08 0:00:00,2023-02-08 20:46:49,"AFTER LANDING, APU FAULT AUTO SHUT DOWN","MAINT MSG NO 282000 ACCORDING TO TSM TASK 49-62-00-810-836-A PERFORMED BLEEDING OF THE APU FUEL LINE AND THEN APU OP TEST NML PER AMM TASK 28-22-00-870-801-A, 49-00-00-710-801-A"
HL7720,330,2023-02-08 0:00:00,2023-02-10 6:25:23,AFTER LANDING APU FAULT AUTO SHUTDOWN.,"MSG NO 282000. ACCORDING TO TSM TASK 49-62-00-810-838A,REPLACED  WITH  BOTH IGNITER  PLUG AND THEN OP CHKED  NML PER AMM TASK 49-41-41-400-801."
HL7554,330,2023-02-04 0:00:00,2023-02-04 4:02:40,APU N &amp; EGT &ldquo;XX&rdquo; SOMETIMES DISPLAYED ON SD APU PAGE  WHEN AS SOON AS APU MASTER SWITCH &ldquo;OFF&rdquo; POSITION,NO MAINT&rsquo; MSG. REPLACED APU ECB PER AMM TASK49-61-34-400-801-A AND THEN SYSTEM CHECKED NORMAL PER AMM TASK49-00-00-740-801-A/-860-801-A
HL7554,330,2023-02-04 0:00:00,2023-02-04 5:00:00,APU SOMETIMES NOT STARTING WITH BATTERY POWER,"NO MAINT&rsquo; MSG. ACCORDING TO TSM TASK49-00-00-810-822-A, SYSTEM WIRING CHECKED &amp; ELECT&rsquo; POWER CHECKED NORMAL BETWEEN APU CONTROL C/B(2KD)/APU MAIN SPLY(1KD)/APU INTRPT SPLY(35KD &amp; 58KD) AND APU ECB PER AWM49-61-01. REPLACED APU MAIN RELAY(4KD) AND THEN APU STARTING(WITH APU BATTERY) CHECKED NORMAL PER AMM TASK49-00-00-860-801-A&lt;PME CONT&rsquo; No.: MI00010453, MI00020607&gt;"
HL7702,330,2023-01-18 0:00:00,2023-01-19 0:17:54,ECAM AIR APU BLEED FAULT DISPLAYED DURING BLEED SW ON AND BLEED V/V NOT OPEN,"MAINT MSG NO 495151,ACCORDING TO TSM 49-62-00-810-841-A, REPLACED APU BLEED V/V AND THEN APU OP' BLEED AIR SUPPLY TEST &amp; LEAK CHK NML PER AMM TASK 49-51-51-400-801-A"
HL7702,330,2023-01-18 0:00:00,2023-01-18 23:34:07,[NON-FDE] APU BLEED VALVE &lt;59KH7&gt; MEMORIZED ON PFR,"MAINT MSG: 49-51-51. IAW TSM 49-62-00-810-841-A, AWM 49-15-01 ELECT' SYSTEM WIRING CHECK NORMAL FROM ECB&lt; 59KD&gt; TO APU BLEED VALVE&lt; 59KH7 &gt;"
HL8228,330,2023-01-14 0:00:00,2023-01-14 5:00:00,APU UPPER IGNITION LEAD BETWEEN EXCITER AND LEAD CABLE FIN NO (59KA32) GROMMET WAS CRACKED,REPLACED IGNITION LEAD CABLE AND APU OPERATION CHECKED NORMAL PER AMM TASK 49-41-43-400-801-A (PME CONTROL NO : MI00016620)
HL8003,330,2023-01-10 0:00:00,2023-01-11 6:36:01,APU BLEED VALVE (59KH7) MEMORY ON PFR,"MSG NO:495151,ACCORDING TO TSM TASK 49-62-00-810-841-A.REPLACED BLD V/V ASSY AND THEN APU OPERATION LEAK CHK'D NML AND BITE TEST OK PER AMM TASK 49-51-51-400-801-A.(SAVE APPLICATION)(PME:MI00016621)"
HL8227,330,2023-01-05 0:00:00,2023-01-05 23:42:34,APU LUBICATION OIL FILTER DIFFERENTIAL PRESSURE INDICATOR POP-OUT,"NO MAINT MSG, ACCORDING TO TSM 49-00-00-810-874-A, REPLACED WITH NEW OIL FILTER AND THEN CHECKED NORMAL PER AMM TASK 49-91-41-960-801"
HL7554,330,2023-01-04 0:00:00,2023-01-08 0:59:53,[SDR] HL7554 APU Air-Intake Flap-Actuator Fault T/S DUE,"MAINT MSG NO 491651,ACCORDING TO TSM TASK 49-16-00-810-801-A, REPLACED APU AIR INTAKE FLAP ACTUATOR AND THEN OP' TEST NML PER AMM TASK 49-16-51-400-801-A"
HL7540,330,2023-01-02 0:00:00,2023-01-03 8:00:12,APU FAULT AFTER LANDING,"MAINT MSG NO 494251, ACCORRDING TO TSM 49-62-00-810-804-A, T/S RESULT STARTER MOTOR SHAFT BROKEN SO REPLACED STARTER MOTOR(8KA) AND THEN APU OP'TEST NML PER AMM TASK 49-42-51-400-801-A"
